population_group,measure,location,sex,age,metric,year,val,upper,lower
All Population,Life expectancy,World Bank High Income,Both,25-29 years,Years,2005,53.044926422852264,53.05678616945795,53.032948776478506
All Population,Life expectancy,World Bank High Income,Male,25-29 years,Years,2010,51.398703596936976,51.414901254922576,51.382228035367476
All Population,Life expectancy,World Bank High Income,Female,25-29 years,Years,2010,57.382619459904774,57.396655537161756,57.367670920609434
All Population,Life expectancy,World Bank High Income,Both,25-29 years,Years,2010,54.42881460685284,54.43996112929612,54.41713587463076
All Population,Life expectancy,World Bank High Income,Male,25-29 years,Years,2015,52.45148974818364,52.46790384319015,52.43552932396628
All Population,Life expectancy,World Bank High Income,Female,25-29 years,Years,2015,58.03126641135261,58.04480299765221,58.01713560805592
All Population,Life expectancy,World Bank High Income,Both,25-29 years,Years,2015,55.27233089816428,55.28355311411081,55.26119025143227
All Population,Life expectancy,World Bank High Income,Male,25-29 years,Years,2020,52.08872626758428,52.09569035219578,52.08213435746397
All Population,Life expectancy,World Bank High Income,Female,25-29 years,Years,2020,57.690367058276045,57.69705830396261,57.684029312311615
All Population,Life expectancy,World Bank High Income,Both,25-29 years,Years,2020,54.8805184083592,54.885271458945105,54.87551783593434
All Population,Life expectancy,World Bank High Income,Male,25-29 years,Years,2023,53.01604090425786,53.085211286133415,52.92600082499119
All Population,Life expectancy,World Bank High Income,Female,25-29 years,Years,2023,58.6429409503342,58.671739919062546,58.61216379317052
All Population,Life expectancy,World Bank High Income,Both,25-29 years,Years,2023,55.821447364643966,55.865836402652135,55.76628244057218
All Population,Life expectancy,World Bank High Income,Male,30-34 years,Years,1950,39.42135665649042,39.48958221668424,39.35170075960991
All Population,Life expectancy,World Bank High Income,Female,30-34 years,Years,1950,43.62128081492993,43.695094832253666,43.54327666321281
All Population,Life expectancy,World Bank High Income,Both,30-34 years,Years,1950,41.58385391604842,41.6345962854961,41.53237557239367
All Population,Life expectancy,World Bank High Income,Male,30-34 years,Years,1955,40.44171432318206,40.487591905093744,40.396109426692405
All Population,Life expectancy,World Bank High Income,Female,30-34 years,Years,1955,44.81833515231543,44.86783038342812,44.76479236663271
All Population,Life expectancy,World Bank High Income,Both,30-34 years,Years,1955,42.71129185232341,42.74575458541203,42.675457096636045
All Population,Life expectancy,World Bank High Income,Male,30-34 years,Years,1960,40.710642191501805,40.73676157373387,40.68148677386297
All Population,Life expectancy,World Bank High Income,Female,30-34 years,Years,1960,45.65844554951621,45.682720824484306,45.636115056842556
All Population,Life expectancy,World Bank High Income,Both,30-34 years,Years,1960,43.273749642918226,43.29174599451745,43.25487829226162
All Population,Life expectancy,World Bank High Income,Male,30-34 years,Years,1965,40.82010269288703,40.84677048835926,40.79304192556336
All Population,Life expectancy,World Bank High Income,Female,30-34 years,Years,1965,46.229598112191766,46.25343197660874,46.20542229927987
All Population,Life expectancy,World Bank High Income,Both,30-34 years,Years,1965,43.61948609575332,43.63751025078125,43.600696359150724
All Population,Life expectancy,World Bank High Income,Male,30-34 years,Years,1970,40.75838520645924,40.783136679272395,40.7326373624635
All Population,Life expectancy,World Bank High Income,Female,30-34 years,Years,1970,46.63231721625409,46.65488093672063,46.61026945621555
All Population,Life expectancy,World Bank High Income,Both,30-34 years,Years,1970,43.79007016566343,43.80679275074424,43.77266037272596
All Population,Life expectancy,World Bank High Income,Male,30-34 years,Years,1975,41.3054256380941,41.330469789115085,41.27857654871806
All Population,Life expectancy,World Bank High Income,Female,30-34 years,Years,1975,47.428201177121515,47.4489451297482,47.406131694586584
All Population,Life expectancy,World Bank High Income,Both,30-34 years,Years,1975,44.469465997832366,44.48625874586917,44.451802685407294
All Population,Life expectancy,World Bank High Income,Male,30-34 years,Years,1980,41.67986709085672,41.696314991084854,41.662847664664284
All Population,Life expectancy,World Bank High Income,Female,30-34 years,Years,1980,48.10732289182456,48.12320933935379,48.09165308464957
All Population,Life expectancy,World Bank High Income,Both,30-34 years,Years,1980,44.989922625466114,45.00111148176817,44.97814029447996
All Population,Life expectancy,World Bank High Income,Male,30-34 years,Years,1985,42.455055067850076,42.47302449860889,42.43823282941777
All Population,Life expectancy,World Bank High Income,Female,30-34 years,Years,1985,48.79618535527667,48.81222408271095,48.780981154406135
All Population,Life expectancy,World Bank High Income,Both,30-34 years,Years,1985,45.72466058838533,45.737015772311764,45.71317168605029
All Population,Life expectancy,World Bank High Income,Male,30-34 years,Years,1990,43.251019988332494,43.26688040724678,43.23447735350728
All Population,Life expectancy,World Bank High Income,Female,30-34 years,Years,1990,49.659716321408375,49.673933947097055,49.644505471541216
All Population,Life expectancy,World Bank High Income,Both,30-34 years,Years,1990,46.542017777473916,46.55434462458783,46.53054681409809
All Population,Life expectancy,World Bank High Income,Male,30-34 years,Years,1995,42.979839301582125,42.99735834483939,42.963590040767365
All Population,Life expectancy,World Bank High Income,Female,30-34 years,Years,1995,49.82696099219489,49.841153576823324,49.81118957394811
All Population,Life expectancy,World Bank High Income,Both,30-34 years,Years,1995,46.43781292540914,46.45038378702816,46.42623672395874
All Population,Life expectancy,World Bank High Income,Male,30-34 years,Years,2000,44.285507645483484,44.303495754383384,44.26854673382313
All Population,Life expectancy,World Bank High Income,Female,30-34 years,Years,2000,50.65094603318338,50.66583746870533,50.63695188280358
All Population,Life expectancy,World Bank High Income,Both,30-34 years,Years,2000,47.513952834698216,47.52535516238643,47.5024664627562
All Population,Life expectancy,World Bank High Income,Male,30-34 years,Years,2005,45.17039205289972,45.186824950028125,45.153926037006144
All Population,Life expectancy,World Bank High Income,Female,30-34 years,Years,2005,51.41494941679297,51.43009679030593,51.400707315264405
All Population,Life expectancy,World Bank High Income,Both,30-34 years,Years,2005,48.330442246052534,48.34223537003074,48.318751131059074
All Population,Life expectancy,World Bank High Income,Male,30-34 years,Years,2010,46.74809844398859,46.76408758217406,46.73177173789723
All Population,Life expectancy,World Bank High Income,Female,30-34 years,Years,2010,52.52213658202113,52.53551481549802,52.507523877447305
All Population,Life expectancy,World Bank High Income,Both,30-34 years,Years,2010,49.683159938458516,49.6937661763495,49.67211347769567
All Population,Life expectancy,World Bank High Income,Male,30-34 years,Years,2015,47.76321835497329,47.779168054519445,47.747635820214086
All Population,Life expectancy,World Bank High Income,Female,30-34 years,Years,2015,53.15963968019951,53.172819369011954,53.14516144626133
All Population,Life expectancy,World Bank High Income,Both,30-34 years,Years,2015,50.501480373429786,50.512418423180485,50.49037351686395
All Population,Life expectancy,World Bank High Income,Male,30-34 years,Years,2020,47.383469918890235,47.390142404969055,47.37697300972083
All Population,Life expectancy,World Bank High Income,Female,30-34 years,Years,2020,52.82095352680525,52.82730217874226,52.814815923992214
All Population,Life expectancy,World Bank High Income,Both,30-34 years,Years,2020,50.10131888821527,50.10596447076512,50.09664299281532
All Population,Life expectancy,World Bank High Income,Male,30-34 years,Years,2023,48.34691228693666,48.40073448504389,48.28185942984985
All Population,Life expectancy,World Bank High Income,Female,30-34 years,Years,2023,53.77152102818686,53.799442025280634,53.74164005684343
All Population,Life expectancy,World Bank High Income,Both,30-34 years,Years,2023,51.0612855980491,51.09652657885999,51.01872392164768
All Population,Life expectancy,World Bank High Income,Male,35-39 years,Years,1950,35.016338856515496,35.085224700088844,34.94738696447661
All Population,Life expectancy,World Bank High Income,Female,35-39 years,Years,1950,39.0963675472985,39.16785660972275,39.02144536377916
All Population,Life expectancy,World Bank High Income,Both,35-39 years,Years,1950,37.1188478233535,37.16698502834683,37.066830818276436
All Population,Life expectancy,World Bank High Income,Male,35-39 years,Years,1955,35.89972371885587,35.94448319802194,35.85547350516207
All Population,Life expectancy,World Bank High Income,Female,35-39 years,Years,1955,40.168725271335525,40.21769050754997,40.11573265360535
All Population,Life expectancy,World Bank High Income,Both,35-39 years,Years,1955,38.115644820985516,38.14905396970477,38.081578750586374
All Population,Life expectancy,World Bank High Income,Male,35-39 years,Years,1960,36.1662887532234,36.19238231000572,36.13606294776729
All Population,Life expectancy,World Bank High Income,Female,35-39 years,Years,1960,40.96382890572494,40.98717248745403,40.94087088437678
All Population,Life expectancy,World Bank High Income,Both,35-39 years,Years,1960,38.65917757922689,38.67688279555736,38.640283333109174
All Population,Life expectancy,World Bank High Income,Male,35-39 years,Years,1965,36.2548671574879,36.28062432468465,36.22750058149723
All Population,Life expectancy,World Bank High Income,Female,35-39 years,Years,1965,41.4976830507358,41.52121997596505,41.473068103755274
All Population,Life expectancy,World Bank High Income,Both,35-39 years,Years,1965,38.97877159038215,38.996801169503804,38.96091676872515
All Population,Life expectancy,World Bank High Income,Male,35-39 years,Years,1970,36.2258938399858,36.2510329824028,36.19985015394269
All Population,Life expectancy,World Bank High Income,Female,35-39 years,Years,1970,41.87999426725412,41.90150066785328,41.858853348867
All Population,Life expectancy,World Bank High Income,Both,35-39 years,Years,1970,39.15827707721739,39.17485701494494,39.142195236400795
All Population,Life expectancy,World Bank High Income,Male,35-39 years,Years,1975,36.70793173851241,36.73213017705997,36.68314643403913
All Population,Life expectancy,World Bank High Income,Female,35-39 years,Years,1975,42.644449912352144,42.664926236965826,42.62371723238215
All Population,Life expectancy,World Bank High Income,Both,35-39 years,Years,1975,39.788774303040434,39.80474669342335,39.77166033416431
All Population,Life expectancy,World Bank High Income,Male,35-39 years,Years,1980,37.09499374891385,37.111029597236026,37.0787967651437
All Population,Life expectancy,World Bank High Income,Female,35-39 years,Years,1980,43.305468201237616,43.32130566514769,43.28993484713249
All Population,Life expectancy,World Bank High Income,Both,35-39 years,Years,1980,40.30855579160203,40.3205846901081,40.296879612355255
All Population,Life expectancy,World Bank High Income,Male,35-39 years,Years,1985,37.85635299110265,37.87426443977893,37.83992913450448
All Population,Life expectancy,World Bank High Income,Female,35-39 years,Years,1985,43.9780002126971,43.993974892545,43.96289122320379
All Population,Life expectancy,World Bank High Income,Both,35-39 years,Years,1985,41.027681610650625,41.03995220929022,41.01662338187485
All Population,Life expectancy,World Bank High Income,Male,35-39 years,Years,1990,38.684696425165455,38.700243166142094,38.66880203029964
All Population,Life expectancy,World Bank High Income,Female,35-39 years,Years,1990,44.8375891871797,44.852455285550754,44.82259192563459
All Population,Life expectancy,World Bank High Income,Both,35-39 years,Years,1990,41.86096227172528,41.87251174920148,41.850273809818034
All Population,Life expectancy,World Bank High Income,Male,35-39 years,Years,1995,38.472766271148,38.48920011433598,38.45612000823815
All Population,Life expectancy,World Bank High Income,Female,35-39 years,Years,1995,45.02027727993431,45.034787985449064,45.005087206708225
All Population,Life expectancy,World Bank High Income,Both,35-39 years,Years,1995,41.797067333902895,41.80929035252441,41.785174712693035
All Population,Life expectancy,World Bank High Income,Male,35-39 years,Years,2000,39.6809619170915,39.69771876211493,39.66529309646316
All Population,Life expectancy,World Bank High Income,Female,35-39 years,Years,2000,45.818506436712156,45.8333458954566,45.80449034574869
All Population,Life expectancy,World Bank High Income,Both,35-39 years,Years,2000,42.80702691138669,42.81809325816533,42.79570867147191
All Population,Life expectancy,World Bank High Income,Male,35-39 years,Years,2005,40.58332142551174,40.59906768114151,40.567804734772
All Population,Life expectancy,World Bank High Income,Female,35-39 years,Years,2005,46.5887546093279,46.60390109146918,46.574394847852915
All Population,Life expectancy,World Bank High Income,Both,35-39 years,Years,2005,43.63560932819456,43.64727515672347,43.624250702566115
All Population,Life expectancy,World Bank High Income,Male,35-39 years,Years,2010,42.132446400430275,42.14849901173392,42.116754864457725
All Population,Life expectancy,World Bank High Income,Female,35-39 years,Years,2010,47.69094624672144,47.70408456670796,47.67675033004388
All Population,Life expectancy,World Bank High Income,Both,35-39 years,Years,2010,44.9706754840554,44.98125799377064,44.95974679688561
All Population,Life expectancy,World Bank High Income,Male,35-39 years,Years,2015,43.11803210885326,43.13322180008709,43.10324574301781
All Population,Life expectancy,World Bank High Income,Female,35-39 years,Years,2015,48.32506943237648,48.338213250333034,48.310702996153154
All Population,Life expectancy,World Bank High Income,Both,35-39 years,Years,2015,45.770903743983474,45.781666633834064,45.76032452969732
All Population,Life expectancy,World Bank High Income,Male,35-39 years,Years,2020,42.73363638899542,42.7398551569004,42.727334447710085
All Population,Life expectancy,World Bank High Income,Female,35-39 years,Years,2020,47.99346220748952,47.99951148501965,47.98742190644933
All Population,Life expectancy,World Bank High Income,Both,35-39 years,Years,2020,45.37236621151553,45.37672055818186,45.36815295354548
All Population,Life expectancy,World Bank High Income,Male,35-39 years,Years,2023,43.72965850800783,43.77262493769098,43.68077807866902
All Population,Life expectancy,World Bank High Income,Female,35-39 years,Years,2023,48.94203307291718,48.970236926887594,48.91215858587174
All Population,Life expectancy,World Bank High Income,Both,35-39 years,Years,2023,46.34897230520996,46.37786292315794,46.316078847589985
All Population,Life expectancy,World Bank High Income,Male,40-44 years,Years,1950,30.65529446357796,30.726200046104275,30.586730583648134
All Population,Life expectancy,World Bank High Income,Female,40-44 years,Years,1950,34.60436165789024,34.67845490886376,34.531773192298516
All Population,Life expectancy,World Bank High Income,Both,40-44 years,Years,1950,32.692596103253514,32.74192765019244,32.64233313962906
All Population,Life expectancy,World Bank High Income,Male,40-44 years,Years,1955,31.415016390853324,31.457292601138636,31.37212318867276
All Population,Life expectancy,World Bank High Income,Female,40-44 years,Years,1955,35.573922298668336,35.62176180983655,35.52157217106437
All Population,Life expectancy,World Bank High Income,Both,40-44 years,Years,1955,33.57661336541734,33.609261490260224,33.54269426378292
All Population,Life expectancy,World Bank High Income,Male,40-44 years,Years,1960,31.66751350220801,31.69337593676341,31.639131893993955
All Population,Life expectancy,World Bank High Income,Female,40-44 years,Years,1960,36.328273000558745,36.35109385471422,36.30576246422664
All Population,Life expectancy,World Bank High Income,Both,40-44 years,Years,1960,34.09340552859597,34.110580409143694,34.07479260243091
All Population,Life expectancy,World Bank High Income,Male,40-44 years,Years,1965,31.775368687456695,31.800851835516035,31.7487462101335
All Population,Life expectancy,World Bank High Income,Female,40-44 years,Years,1965,36.82533285855587,36.8488951932514,36.8016071889015
All Population,Life expectancy,World Bank High Income,Both,40-44 years,Years,1965,34.4105174524324,34.42722855738718,34.39301503682046
All Population,Life expectancy,World Bank High Income,Male,40-44 years,Years,1970,31.761117300897777,31.785503038451836,31.73536762610641
All Population,Life expectancy,World Bank High Income,Female,40-44 years,Years,1970,37.188879134633225,37.20947580022725,37.16771235219818
All Population,Life expectancy,World Bank High Income,Both,40-44 years,Years,1970,34.592682428334484,34.608785009065976,34.57690983992623
All Population,Life expectancy,World Bank High Income,Male,40-44 years,Years,1975,32.24082919706618,32.26397606137838,32.215725665384234
All Population,Life expectancy,World Bank High Income,Female,40-44 years,Years,1975,37.925036959971514,37.94549674293729,37.904601352040444
All Population,Life expectancy,World Bank High Income,Both,40-44 years,Years,1975,35.20922959909103,35.22473619116016,35.193383078780265
All Population,Life expectancy,World Bank High Income,Male,40-44 years,Years,1980,32.57264119815448,32.58829456893946,32.55717786808361
All Population,Life expectancy,World Bank High Income,Female,40-44 years,Years,1980,38.55935813100137,38.57516099312884,38.544192646749046
All Population,Life expectancy,World Bank High Income,Both,40-44 years,Years,1980,35.687632369428215,35.698863456139755,35.67590530155111
All Population,Life expectancy,World Bank High Income,Male,40-44 years,Years,1985,33.305676574503934,33.32287387527094,33.28965294062322
All Population,Life expectancy,World Bank High Income,Female,40-44 years,Years,1985,39.209454009602254,39.22507993042119,39.19479497804779
All Population,Life expectancy,World Bank High Income,Both,40-44 years,Years,1985,36.38085488518818,36.39245491659695,36.369926706557244
All Population,Life expectancy,World Bank High Income,Male,40-44 years,Years,1990,34.18035612835659,34.19487617568642,34.16531373622577
All Population,Life expectancy,World Bank High Income,Female,40-44 years,Years,1990,40.06576040031608,40.080418973254844,40.051331352071976
All Population,Life expectancy,World Bank High Income,Both,40-44 years,Years,1990,37.23749078590288,37.248838497695296,37.22665946513142
All Population,Life expectancy,World Bank High Income,Male,40-44 years,Years,1995,34.07848858181769,34.09497989602174,34.06294375528305
All Population,Life expectancy,World Bank High Income,Female,40-44 years,Years,1995,40.27764854843015,40.291673761646706,40.26266995653632
All Population,Life expectancy,World Bank High Income,Both,40-44 years,Years,1995,37.24802061244389,37.25995959060032,37.23674330940668
All Population,Life expectancy,World Bank High Income,Male,40-44 years,Years,2000,35.17826080726429,35.19404877233929,35.1627507836371
All Population,Life expectancy,World Bank High Income,Female,40-44 years,Years,2000,41.04774526810199,41.06190461165615,41.03363027254262
All Population,Life expectancy,World Bank High Income,Both,40-44 years,Years,2000,38.18433186164021,38.195353736355294,38.17386711893126
All Population,Life expectancy,World Bank High Income,Male,40-44 years,Years,2005,36.04972664179492,36.064723848360885,36.03403520487625
All Population,Life expectancy,World Bank High Income,Female,40-44 years,Years,2005,41.81183513302134,41.82706603816504,41.79773795979127
All Population,Life expectancy,World Bank High Income,Both,40-44 years,Years,2005,38.99298286980962,39.00440905438441,38.98202869880551
All Population,Life expectancy,World Bank High Income,Male,40-44 years,Years,2010,37.5460422339591,37.561105098138626,37.531132091961595
All Population,Life expectancy,World Bank High Income,Female,40-44 years,Years,2010,42.896442360722276,42.90950252446639,42.882330083309846
All Population,Life expectancy,World Bank High Income,Both,40-44 years,Years,2010,40.290880744615976,40.30156306270119,40.279775461644
All Population,Life expectancy,World Bank High Income,Male,40-44 years,Years,2015,38.52213925896234,38.53638078030046,38.507832934750425
All Population,Life expectancy,World Bank High Income,Female,40-44 years,Years,2015,43.530919577412725,43.54412460862076,43.51669776672964
All Population,Life expectancy,World Bank High Income,Both,40-44 years,Years,2015,41.08611507940942,41.09656624892952,41.076077643606574
All Population,Life expectancy,World Bank High Income,Male,40-44 years,Years,2020,38.14958470832838,38.15552923211857,38.14364821072355
All Population,Life expectancy,World Bank High Income,Female,40-44 years,Years,2020,43.21438576541033,43.220222400585214,43.20850877659575
All Population,Life expectancy,World Bank High Income,Both,40-44 years,Years,2020,40.70119156868183,40.7056055887036,40.6969987743113
All Population,Life expectancy,World Bank High Income,Male,40-44 years,Years,2023,39.17447210252221,39.21028683604326,39.13699961467851
All Population,Life expectancy,World Bank High Income,Female,40-44 years,Years,2023,44.15938340940528,44.18707745015929,44.12993529168094
All Population,Life expectancy,World Bank High Income,Both,40-44 years,Years,2023,41.69258176055921,41.717245809609665,41.665410508185204
All Population,Life expectancy,World Bank High Income,Male,45-49 years,Years,1950,26.41875601102959,26.48790588360672,26.3504513796713
All Population,Life expectancy,World Bank High Income,Female,45-49 years,Years,1950,30.17888810902217,30.25043469671332,30.10433278540196
All Population,Life expectancy,World Bank High Income,Both,45-49 years,Years,1950,28.364359284057667,28.41356207833103,28.31180671198747
All Population,Life expectancy,World Bank High Income,Male,45-49 years,Years,1955,27.063669613902583,27.106267104365394,27.020914113637893
All Population,Life expectancy,World Bank High Income,Female,45-49 years,Years,1955,31.05793152717137,31.10606472008591,31.0060241134585
All Population,Life expectancy,World Bank High Income,Both,45-49 years,Years,1955,29.144312001760536,29.177917399557877,29.110135241983482
All Population,Life expectancy,World Bank High Income,Male,45-49 years,Years,1960,27.285665271115292,27.311871150116353,27.260031879883826
All Population,Life expectancy,World Bank High Income,Female,45-49 years,Years,1960,31.7733806087519,31.79619002814399,31.751198890000733
All Population,Life expectancy,World Bank High Income,Both,45-49 years,Years,1960,29.627805639268054,29.64440555919983,29.609774426330777
All Population,Life expectancy,World Bank High Income,Male,45-49 years,Years,1965,27.406894365844003,27.431517694454453,27.381353457079836
All Population,Life expectancy,World Bank High Income,Female,45-49 years,Years,1965,32.24986549388462,32.27210571144772,32.22690869293142
All Population,Life expectancy,World Bank High Income,Both,45-49 years,Years,1965,29.94234316877419,29.959099791059902,29.9254544828296
All Population,Life expectancy,World Bank High Income,Male,45-49 years,Years,1970,27.451381718667985,27.47377837115127,27.427387909055607
All Population,Life expectancy,World Bank High Income,Female,45-49 years,Years,1970,32.596077052379314,32.61579455211982,32.57608808257205
All Population,Life expectancy,World Bank High Income,Both,45-49 years,Years,1970,30.154927616999917,30.170071039840472,30.139469354034098
All Population,Life expectancy,World Bank High Income,Male,45-49 years,Years,1975,27.905885904053495,27.928197513648076,27.88241859174693
All Population,Life expectancy,World Bank High Income,Female,45-49 years,Years,1975,33.29926475242482,33.318559385146195,33.27960372680494
All Population,Life expectancy,World Bank High Income,Both,45-49 years,Years,1975,30.746510870446045,30.761321133529016,30.73114242359853
All Population,Life expectancy,World Bank High Income,Male,45-49 years,Years,1980,28.260422483219624,28.275082156937867,28.245236983593447
All Population,Life expectancy,World Bank High Income,Female,45-49 years,Years,1980,33.91458388596517,33.92926773657599,33.89922435025122
All Population,Life expectancy,World Bank High Income,Both,45-49 years,Years,1980,31.22916949577615,31.23975471309699,31.21756728891228
All Population,Life expectancy,World Bank High Income,Male,45-49 years,Years,1985,28.880288665013524,28.89594680025901,28.865304733993778
All Population,Life expectancy,World Bank High Income,Female,45-49 years,Years,1985,34.52322769382661,34.537388025909976,34.5088731692426
All Population,Life expectancy,World Bank High Income,Both,45-49 years,Years,1985,31.84149824332202,31.85310889056549,31.83097664392108
All Population,Life expectancy,World Bank High Income,Male,45-49 years,Years,1990,29.762652702444818,29.777079739915216,29.748637751672856
All Population,Life expectancy,World Bank High Income,Female,45-49 years,Years,1990,35.36870490278139,35.38333479752113,35.35463477747846
All Population,Life expectancy,World Bank High Income,Both,45-49 years,Years,1990,32.697361844440124,32.708581338570816,32.686942418000875
All Population,Life expectancy,World Bank High Income,Male,45-49 years,Years,1995,29.826066895706905,29.841728982636283,29.811126150006032
All Population,Life expectancy,World Bank High Income,Female,45-49 years,Years,1995,35.62218613105252,35.63581021413632,35.607327297450915
All Population,Life expectancy,World Bank High Income,Both,45-49 years,Years,1995,32.8174891096992,32.82900648613935,32.80646903568554
All Population,Life expectancy,World Bank High Income,Male,45-49 years,Years,2000,30.845597310789923,30.86055650915435,30.830839095491722
All Population,Life expectancy,World Bank High Income,Female,45-49 years,Years,2000,36.36852409610038,36.38224994649259,36.35464917836546
All Population,Life expectancy,World Bank High Income,Both,45-49 years,Years,2000,33.69706070379258,33.70763159169363,33.68661101165304
All Population,Life expectancy,World Bank High Income,Male,45-49 years,Years,2005,31.688207670178034,31.7031605387507,31.673760500869882
All Population,Life expectancy,World Bank High Income,Female,45-49 years,Years,2005,37.127167813222016,37.141780982445866,37.113213342107606
All Population,Life expectancy,World Bank High Income,Both,45-49 years,Years,2005,34.48680447503213,34.49753245948469,34.4763063534626
All Population,Life expectancy,World Bank High Income,Male,45-49 years,Years,2010,33.04687838091613,33.061667999604545,33.032295541237616
All Population,Life expectancy,World Bank High Income,Female,45-49 years,Years,2010,38.16713300697213,38.18032416817696,38.15307599737513
All Population,Life expectancy,World Bank High Income,Both,45-49 years,Years,2010,35.68862049354199,35.69895710927788,35.67826433610635
All Population,Life expectancy,World Bank High Income,Male,45-49 years,Years,2015,33.985170686152614,33.999003278014136,33.97082130554334
All Population,Life expectancy,World Bank High Income,Female,45-49 years,Years,2015,38.78953456808912,38.80274978395961,38.77524231404643
All Population,Life expectancy,World Bank High Income,Both,45-49 years,Years,2015,36.45749981381863,36.467701674351616,36.44747011530299
All Population,Life expectancy,World Bank High Income,Male,45-49 years,Years,2020,33.64255258621376,33.64820644304368,33.63711254735912
All Population,Life expectancy,World Bank High Income,Female,45-49 years,Years,2020,38.49296383307041,38.49883879552933,38.4872309573777
All Population,Life expectancy,World Bank High Income,Both,45-49 years,Years,2020,36.09882643314161,36.1030227126193,36.094988766134584
All Population,Life expectancy,World Bank High Income,Male,45-49 years,Years,2023,34.68088020785892,34.712074924032535,34.64689212530131
All Population,Life expectancy,World Bank High Income,Female,45-49 years,Years,2023,39.427646224558366,39.45545274643764,39.39867551639104
All Population,Life expectancy,World Bank High Income,Both,45-49 years,Years,2023,37.092318106732,37.11460878122971,37.06958290100452
All Population,Life expectancy,World Bank High Income,Male,50-54 years,Years,1950,22.397729700923822,22.467446647433185,22.334633101563302
All Population,Life expectancy,World Bank High Income,Female,50-54 years,Years,1950,25.878381772738965,25.94884111214694,25.803574135820067
All Population,Life expectancy,World Bank High Income,Both,50-54 years,Years,1950,24.208483117678654,24.25833228077417,24.156974608830748
All Population,Life expectancy,World Bank High Income,Male,50-54 years,Years,1955,22.942211973876304,22.982901860910307,22.898266829250097
All Population,Life expectancy,World Bank High Income,Female,50-54 years,Years,1955,26.670910234391812,26.717778104519077,26.620832731648445
All Population,Life expectancy,World Bank High Income,Both,50-54 years,Years,1955,24.895640875030793,24.928655745031524,24.8622352328145
All Population,Life expectancy,World Bank High Income,Male,50-54 years,Years,1960,23.11426993537912,23.138293093883547,23.088196384533347
All Population,Life expectancy,World Bank High Income,Female,50-54 years,Years,1960,27.34147918562204,27.36295191294051,27.32026697287199
All Population,Life expectancy,World Bank High Income,Both,50-54 years,Years,1960,25.330777603217694,25.34675239305561,25.313603972539585
All Population,Life expectancy,World Bank High Income,Male,50-54 years,Years,1965,23.227494271704483,23.25031908687236,23.205625005555063
All Population,Life expectancy,World Bank High Income,Female,50-54 years,Years,1965,27.803241308832998,27.82475876684469,27.78103837250009
All Population,Life expectancy,World Bank High Income,Both,50-54 years,Years,1965,25.635807361015576,25.651458170713852,25.62039976322132
All Population,Life expectancy,World Bank High Income,Male,50-54 years,Years,1970,23.305091246086022,23.326977035167207,23.28275713738847
All Population,Life expectancy,World Bank High Income,Female,50-54 years,Years,1970,28.144376571637416,28.16289964879305,28.12526201519492
All Population,Life expectancy,World Bank High Income,Both,50-54 years,Years,1970,25.863956171836545,25.878385674926843,25.849736313743204
All Population,Life expectancy,World Bank High Income,Male,50-54 years,Years,1975,23.788085174413357,23.808454069750663,23.766628877665052
All Population,Life expectancy,World Bank High Income,Female,50-54 years,Years,1975,28.808417090499283,28.826468757505214,28.789847218791582
All Population,Life expectancy,World Bank High Income,Both,50-54 years,Years,1975,26.462037066817857,26.475512354038244,26.446620442159148
All Population,Life expectancy,World Bank High Income,Male,50-54 years,Years,1980,24.129460506845493,24.143204353057392,24.115835697125593
All Population,Life expectancy,World Bank High Income,Female,50-54 years,Years,1980,29.391597561450858,29.40630766833874,29.377590119692393
All Population,Life expectancy,World Bank High Income,Both,50-54 years,Years,1980,26.92796241154711,26.938524922972377,26.917340166256473
All Population,Life expectancy,World Bank High Income,Male,50-54 years,Years,1985,24.70530792671434,24.719587069869466,24.691666934811064
All Population,Life expectancy,World Bank High Income,Female,50-54 years,Years,1985,29.9674137243461,29.980790799171434,29.954204848234923
All Population,Life expectancy,World Bank High Income,Both,50-54 years,Years,1985,27.499930356565343,27.511101636020836,27.490041812876143
All Population,Life expectancy,World Bank High Income,Male,50-54 years,Years,1990,25.497733822091547,25.511600853783364,25.484098825902926
All Population,Life expectancy,World Bank High Income,Female,50-54 years,Years,1990,30.775847474885452,30.789546019204582,30.762727604053662
All Population,Life expectancy,World Bank High Income,Both,50-54 years,Years,1990,28.289907820804505,28.30044584145538,28.27980438881742
All Population,Life expectancy,World Bank High Income,Male,50-54 years,Years,1995,25.690776320216035,25.706204749794363,25.67635868130468
All Population,Life expectancy,World Bank High Income,Female,50-54 years,Years,1995,31.068437003485766,31.082322687907215,31.053695710090356
All Population,Life expectancy,World Bank High Income,Both,50-54 years,Years,1995,28.499692007292328,28.510531947799798,28.488886511500688
All Population,Life expectancy,World Bank High Income,Male,50-54 years,Years,2000,26.70070180521682,26.714662772532897,26.68577231850256
All Population,Life expectancy,World Bank High Income,Female,50-54 years,Years,2000,31.79971769477889,31.812949458681686,31.786534168576466
All Population,Life expectancy,World Bank High Income,Both,50-54 years,Years,2000,29.363361551825612,29.373687808826084,29.35321946358734
All Population,Life expectancy,World Bank High Income,Male,50-54 years,Years,2005,27.549010189699825,27.563272248479933,27.534794753843673
All Population,Life expectancy,World Bank High Income,Female,50-54 years,Years,2005,32.564908728398066,32.57846304994456,32.550720518093165
All Population,Life expectancy,World Bank High Income,Both,50-54 years,Years,2005,30.157858993823424,30.168059462824292,30.147386683370875
